date,cancel_events,gatherings_restrictions,infected,information_campaigns,internal_movement_restrictions,international_movement_restrictions,school_closing,stay_home_restrictions,stringency_index,susceptible,testing_policy,transport_closing,workplace_closing,confirmed,fatal,recovered,derived_reproduction_rate,kap_mortality_rate,rho_transmission_rate,sig_recovery_rate,t/k_mortality_period,t/r_infection_period,t/s_recovery_period,total_tests,new_tests,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,facial_coverings,vaccination_policy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity,new_hospitalized_patients,cumulative_hospitalized_patients,current_hospitalized_patients,current_intensive_care_patients,new_confirmed,new_fatal,new_recovered,new_susceptible,total_removed
2020-09-02,2.0,4.0,687945,2.0,2.0,3.0,3.0,2.0,68.98,320571262.0,2.0,1.0,2.0,6116239,185163,5243131,0.9337487166702435,5.029228207574111e-05,0.0025158030297972415,0.0026440118544467893,828.4902761802675,16.561974913443343,15.758880428841591,93477339.0,1027857.0,0.054,18.5,0.0,0.0,0.0,0.0,0.0,238672.51166686515,12.028343936934268,15.102755632882346,-13.0,-5.0,35.0,-32.0,-35.0,9.0,3.0,0.0,22.861111,13.661111,32.138889,0.0,0.0,12.616667,52.72979,4077.0,222418.0,30827.0,9362.0,32414,1073,41585,-32414.0,5428294
2020-09-03,2.0,4.0,696268,2.0,2.0,3.0,3.0,2.0,68.98,320524909.0,2.0,1.0,2.0,6162592,186238,5280086,0.9445538034774166,5.1678176382637177e-05,0.0025244219914050494,0.0026209297598844957,806.2720007408353,16.50542849354427,15.897666280268004,94510661.0,1033322.0,0.054,18.5,0.0,0.0,0.0,0.0,0.0,239734.09249262232,12.035071204037195,14.841462432056272,-11.0,-1.0,45.0,-28.0,-35.0,8.0,3.0,0.0,22.6,16.705556,30.711111,0.0,0.0,10.472222,46.52046,3844.0,226262.0,30297.0,9234.0,46353,1075,36955,-46353.0,5466324
2020-09-04,2.0,4.0,705496,2.0,2.0,3.0,3.0,2.0,68.98,320472856.0,2.0,1.0,2.0,6214645,187216,5321933,0.9563305129588184,5.275997478058058e-05,0.00253665438004466,0.002599727157723884,789.7400792921334,16.42583514508314,16.027322922281858,95510759.0,1000098.0,0.053,18.9,0.0,0.0,0.0,0.0,0.0,240776.7077969721,12.040888337745798,14.585464326231685,-13.0,-2.0,55.0,-25.0,-36.0,8.0,3.0,0.0,19.933333,10.588889,31.277778,0.0,0.0,8.433333,47.82782,4065.0,230327.0,29879.0,9228.0,52053,978,41847,-52053.0,5509149
2020-09-05,2.0,4.0,705318,2.0,2.0,3.0,3.0,2.0,68.98,320430643.0,2.0,1.0,2.0,6256858,187926,5363614,0.9690799804953167,5.3537677269571344e-05,0.0025525001957160745,0.0025804040479649537,778.2681055972579,16.323864239695997,16.147342002322176,96327782.0,817023.0,0.052,19.2,0.0,0.0,0.0,0.0,0.0,241800.33696609805,12.045864603066734,14.328310182212928,-15.0,0.0,81.0,-18.0,-17.0,2.0,3.0,0.0,24.672222,14.727778,35.911111,0.0,0.0,15.172222,55.783045,3768.0,234095.0,28845.0,9091.0,42213,710,41681,-42213.0,5551540
2020-09-06,2.0,4.0,689919,2.0,2.0,3.0,3.0,2.0,68.98,320400673.0,2.0,1.0,2.0,6286828,188336,5408573,0.9827998614622565,5.401128384960945e-05,0.002571959438419292,0.002562960430607705,771.4437372509885,16.20035916751265,16.257241496618448,96893869.0,566087.0,0.052,19.2,0.0,0.0,0.0,0.0,0.0,242804.98,12.05,14.07,-13.0,-3.0,81.0,-24.0,-18.0,1.0,3.0,0.0,28.261111,21.977778,36.177778,0.0,0.0,15.911111,47.381775,3312.0,237407.0,28369.0,9010.0,29970,410,44959,-29970.0,5596909
2020-09-07,2.0,4.0,666987,2.0,2.0,3.0,3.0,2.0,68.98,320375530.0,2.0,1.0,2.0,6311971,188598,5456386,0.9974842213909076,5.4180794520694895e-05,0.0025950321081543134,0.0025473963056521377,769.0301892998573,16.056320280484545,16.356570265182956,97309127.0,415258.0,0.052,19.2,0.0,0.0,0.0,0.0,0.0,243790.63689867803,12.053294528545603,13.810533779592902,-16.0,-7.0,75.0,-40.0,-71.0,16.0,3.0,0.0,21.561111,14.638889,32.85,0.0,0.0,12.311111,55.774123,3419.0,240826.0,28589.0,8974.0,25143,262,47813,-25143.0,5644984
2020-09-08,2.0,4.0,651409,2.0,2.0,3.0,3.0,2.0,68.98,320346615.0,2.0,1.0,2.0,6340886,189055,5500422,1.0131234543893304,5.4046209282827685e-05,0.0026217182049211377,0.0025337116730982517,770.9452192774893,15.892885279758746,16.444912461454695,97973605.0,664478.0,0.051,19.6,0.0,0.0,0.0,0.0,0.0,244757.30766213208,12.055748188703532,13.549911520991635,-16.0,-5.0,24.0,-31.0,-37.0,9.0,3.0,0.0,10.572222,5.766667,22.844444,3.584222,0.0,6.111111,74.115392,3667.0,244493.0,28952.0,8971.0,28915,457,44036,-28915.0,5689477
2020-09-09,2.0,4.0,651681,2.0,2.0,3.0,3.0,2.0,68.98,320313314.0,2.0,1.0,2.0,6374187,190227,5532279,1.029704232173972,5.360752813600783e-05,0.002652017728719766,0.0025219065329460475,777.2540185205711,15.711307739553016,16.521891720543817,98933342.0,959737.0,0.05,20.0,0.0,0.0,0.0,0.0,0.0,245704.99229036225,12.057360980473796,13.288133224196201,-16.0,-7.0,24.0,-32.0,-35.0,9.0,3.0,0.0,5.966667,4.5,8.438889,14.647333,0.0,4.183333,88.425768,4544.0,249037.0,28775.0,8784.0,33301,1172,31857,-33301.0,5722506
2020-09-10,2.0,4.0,648929,2.0,2.0,3.0,3.0,2.0,68.98,320275289.0,2.0,1.0,2.0,6412212,191139,5572144,1.0472094856555407,5.286475108023532e-05,0.002685930679550197,0.0025119808851955245,788.1748389097152,15.512934486322795,16.587175050666627,100022025.0,1088683.0,0.049,20.4,0.0,0.0,0.0,0.0,0.0,246635.67691702067,12.058226710720103,13.029291549307151,-16.0,-6.0,27.0,-32.0,-35.0,9.0,3.0,0.0,8.988889,6.405556,13.716667,8.551333,0.0,6.438889,84.11676,4501.0,253538.0,28065.0,8590.0,38025,912,39865,-38025.0,5763283
2020-09-11,2.0,4.0,657344,2.0,2.0,3.0,3.0,2.0,68.98,320227766.0,2.0,1.0,2.0,6459735,192363,5610028,1.065618420549693,5.1817878115510165e-05,0.0027234570574124315,0.0025039347298466833,804.0982800141902,15.299182542005767,16.64047635507573,101123043.0,1101018.0,0.047,21.3,0.0,0.0,0.0,0.0,0.0,247561.2783440203,12.058908220624716,12.797942456927823,-17.0,-8.0,35.0,-30.0,-33.0,8.0,3.0,0.0,12.761111,10.094444,17.722222,0.395111,0.0,9.883333,82.814897,4466.0,258004.0,27368.0,8529.0,47523,1224,37884,-47523.0,5802391
2020-09-12,2.0,3.0,651797,2.0,2.0,3.0,3.0,2.0,66.2,320188699.0,2.0,1.0,2.0,6498802,193062,5653943,1.0849065679542387,5.046690924183236e-05,0.00276459686230647,0.0024977680668995237,825.6235084063537,15.071516297643724,16.68155951660774,101989357.0,866314.0,0.047,21.3,0.0,0.0,0.0,0.0,0.0,248483.78270501344,12.05949931705135,12.598178607158774,-16.0,-4.0,50.0,-22.0,-12.0,3.0,3.0,0.0,16.522222,10.711111,25.777778,0.2286,0.0,10.611111,68.178065,4053.0,262057.0,26496.0,8308.0,39067,699,43915,-39067.0,5847005
2020-09-13,2.0,3.0,640041,2.0,2.0,3.0,3.0,2.0,66.2,320155387.0,2.0,1.0,2.0,6532114,193460,5698613,1.1050458702618313,4.881184445920188e-05,0.0028093500942323116,0.002493480896354046,853.6179513046812,14.831425514466746,16.710240983835664,102617699.0,628342.0,0.047,21.3,0.0,0.0,0.0,0.0,0.0,249403.19,12.06,12.43,-16.0,-6.0,38.0,-25.0,-15.0,3.0,3.0,0.0,18.55,9.277778,29.716667,0.0,0.0,10.177778,58.314811,3754.0,265811.0,26329.0,8261.0,33312,398,44670,-33312.0,5892073
2020-09-14,2.0,3.0,630932,2.0,2.0,3.0,3.0,2.0,66.2,320118534.0,2.0,1.0,2.0,6568967,193909,5744126,1.126004802174432,4.685268376761877e-05,0.0028577167531899563,0.0024910732182102492,889.3122723412419,14.580404660523412,16.72639180658156,103326930.0,709231.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,250319.50022898003,12.060410269470669,12.293406635451504,-16.0,-7.0,30.0,-33.0,-32.0,8.0,3.0,0.0,19.583333,10.527778,28.516667,0.0,0.0,12.127778,62.312414,3043.0,268854.0,26787.0,8264.0,36853,449,45513,-36853.0,5938035
2020-09-15,2.0,3.0,625136,2.0,2.0,3.0,3.0,2.0,66.2,320079354.0,2.0,1.0,2.0,6608147,195187,5787824,1.1458844981053642,4.484453516453314e-05,0.0029053998048344082,0.0024906638949069738,929.1358805212949,14.341112915797638,16.729140672841734,104295010.0,968080.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,251232.71339195344,12.060730125463355,12.188398513513285,-14.0,-5.0,36.0,-32.0,-33.0,9.0,3.0,0.0,19.244444,11.827778,27.972222,0.0,0.0,12.644444,65.731031,3890.0,272744.0,26934.0,8158.0,39180,1278,43698,-39180.0,5983011
2020-09-16,2.0,3.0,630349,2.0,2.0,3.0,3.0,2.0,66.2,320040122.0,2.0,1.0,2.0,6647379,196181,5820849,1.1627694219511666,4.304250664739515e-05,0.0029481022148206714,0.0024923717888830597,968.0353193181944,14.133386032953808,16.717677054649748,105435366.0,1140356.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,252142.8294889204,12.060959567978063,12.114975634185347,-15.0,-8.0,36.0,-32.0,-33.0,9.0,3.0,0.0,19.061111,11.083333,26.611111,0.0,0.0,12.472222,65.824638,3476.0,276220.0,26372.0,8074.0,39232,994,33025,-39232.0,6017030
2020-09-17,2.0,3.0,638802,2.0,2.0,3.0,3.0,2.0,66.2,319994855.0,2.0,1.0,2.0,6692646,197028,5856816,1.1766128635029358,4.1446598216204806e-05,0.002985823983148745,0.0024961969001385067,1005.309686679565,13.954830191539443,16.69205929402232,106593984.0,1158618.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,253054.44171953952,12.06128281735648,12.077890312917146,-16.0,-7.0,34.0,-32.0,-33.0,9.0,4.0,0.0,16.033333,8.216667,25.127778,0.0762,0.0,10.111111,68.021167,3568.0,279788.0,26085.0,8025.0,45267,847,35967,-45267.0,6053844
2020-09-18,2.0,3.0,643778,2.0,2.0,3.0,3.0,2.0,66.2,319946013.0,2.0,1.0,2.0,6741488,197975,5899735,1.1873848688502928,4.0056809870962086e-05,0.0030185651098186307,0.002502139228673315,1040.189341110551,13.803467922933155,16.65241733520927,107824213.0,1230229.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,253995.10928176309,12.06280519564876,12.105656442405454,-15.0,-7.0,35.0,-30.0,-32.0,8.0,4.0,0.0,16.916667,10.5,24.588889,0.0762,0.0,10.777778,67.246077,3528.0,283316.0,25833.0,7970.0,48842,947,42919,-48842.0,6097710
2020-09-19,2.0,3.0,653541,2.0,2.0,3.0,3.0,2.0,66.2,319904241.0,2.0,1.0,2.0,6783260,198643,5931076,1.195072440126414,3.887314161166702e-05,0.0030463255948303264,0.0025101987744874845,1071.8626007361654,13.6776800015651,16.598951083136388,108763392.0,939179.0,0.045,22.2,0.0,0.0,0.0,0.0,0.0,254969.42537524996,12.065710923196603,12.203026338099741,-13.0,-2.0,62.0,-21.0,-11.0,2.0,4.0,0.0,18.194444,12.088889,26.394444,0.0,0.0,11.244444,63.976656,3436.0,286752.0,25481.0,7833.0,41772,668,31341,-41772.0,6129719
2020-09-20,2.0,3.0,644372,2.0,2.0,3.0,3.0,2.0,66.2,319867919.0,2.0,1.0,2.0,6819582,198856,5976354,1.199679502680765,3.789559343831958e-05,0.0030691054381838333,0.002520375537581015,1099.512182979402,13.57616005897902,16.531927899386435,109387997.0,624605.0,0.045,22.2,0.0,0.0,0.0,0.0,0.0,255977.39,12.07,12.37,-14.0,-6.0,46.0,-24.0,-14.0,2.0,4.0,0.0,20.533333,14.461111,28.694444,0.0,0.0,12.388889,59.728897,3073.0,289825.0,25543.0,7840.0,36322,213,45278,-36322.0,6175210
2020-09-21,2.0,3.0,647770,2.0,2.0,3.0,3.0,2.0,66.2,319813018.0,2.0,1.0,2.0,6874483,199284,6027429,1.201226643186898,3.712416535091978e-05,0.0030869046398791515,0.0025326695179539067,1122.3596887043373,13.497879438315874,16.451679293841835,110139058.0,751061.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,257019.00315601335,12.075672426058958,12.60657742810623,-16.0,-8.0,25.0,-33.0,-33.0,9.0,4.0,0.0,20.361111,13.361111,29.011111,0.0,0.0,11.133333,55.595896,3216.0,293041.0,26379.0,7856.0,54901,428,51075,-54901.0,6226713
2020-09-22,2.0,3.0,642684,2.0,2.0,3.0,3.0,2.0,66.2,319775662.0,2.0,1.0,2.0,6911839,200223,6068932,1.1997506278982502,3.6558857349467616e-05,0.00309972319991628,0.002547080715606159,1139.714687151551,13.442060461331526,16.35859688755515,111169463.0,1030405.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,258094.26484328986,12.082728201373474,12.912758622418433,-15.0,-6.0,28.0,-34.0,-33.0,9.0,4.0,0.0,19.833333,11.177778,28.744444,0.0,0.0,11.7,59.556942,3747.0,296788.0,26440.0,7862.0,37356,939,41503,-37356.0,6269155
2020-09-23,2.0,3.0,653547,2.0,2.0,3.0,3.0,2.0,66.2,319734152.0,2.0,1.0,2.0,6953349,201310,6098492,1.1953037155382367,3.61996694339631e-05,0.003107561118295221,0.0025636091305377734,1151.023402096991,13.408156776502794,16.253127737115747,112375293.0,1205830.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,259203.17506182968,12.091167325943548,13.288543582936612,-15.0,-7.0,27.0,-33.0,-32.0,9.0,4.0,0.0,20.111111,13.605556,29.183333,0.0,0.0,13.877778,67.583967,3689.0,300477.0,26484.0,7861.0,41510,1087,29560,-41510.0,6299802
2020-09-24,2.0,3.0,672945,2.0,2.0,3.0,3.0,2.0,66.2,319688990.0,2.0,1.0,2.0,6998511,202193,6123373,1.1879527839547965,3.604660160440621e-05,0.0031104183950159715,0.0025822547627487482,1155.9110931992402,13.395839843743179,16.135769122297404,113578605.0,1203312.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,260332.75582696695,12.100402915753273,13.700101267067518,-16.0,-7.0,25.0,-33.0,-32.0,9.0,4.0,0.0,21.677778,13.272222,32.472222,0.0,0.0,12.666667,57.192364,3577.0,304054.0,26407.0,7830.0,45162,883,24881,-45162.0,6325566
2020-09-25,2.0,3.0,698166,2.0,2.0,3.0,3.0,2.0,66.2,319634460.0,2.0,1.0,2.0,7053041,203044,6151831,1.1777782935246408,3.609965386079696e-05,0.0031082950300785335,0.002603017612239084,1154.2123596901106,13.40499092379076,16.007062906818177,114709318.0,1130713.0,0.046,21.7,0.0,0.0,0.0,0.0,0.0,261405.13923070728,12.106913666707209,13.944445419251672,-16.0,-8.0,25.0,-31.0,-31.0,8.0,4.0,0.0,22.316667,12.827778,33.766667,0.0,0.0,12.166667,53.080246,3643.0,307697.0,26275.0,7813.0,54530,851,28458,-54530.0,6354875
2020-09-26,2.0,3.0,707925,2.0,2.0,3.0,3.0,2.0,66.2,319591805.0,2.0,1.0,2.0,7095696,203811,6183960,1.16487311324498,3.635882620313536e-05,0.0031011910234829063,0.002625897679008782,1145.9849235472182,13.435698204708263,15.867589586504723,115648976.0,939658.0,0.047,21.3,0.0,0.0,0.0,0.0,0.0,262407.347288385,12.110112694789452,13.987744996895835,-15.0,-3.0,52.0,-23.0,-10.0,2.0,4.0,0.0,23.394444,14.844444,33.772222,0.0,0.0,11.872222,48.667654,3711.0,311408.0,25904.0,7796.0,42655,767,32129,-42655.0,6387771
2020-09-27,2.0,3.0,707809,2.0,2.0,3.0,3.0,2.0,66.2,319554542.0,2.0,1.0,2.0,7132959,204077,6221073,1.1528640780987978,3.6718748971285656e-05,0.0030919176941519065,0.002645225942419243,1134.751804840909,13.475994767090839,15.751647524127788,116246681.0,597705.0,0.047,21.3,0.0,0.0,0.0,0.0,0.0,263339.38,12.11,13.83,-15.0,-7.0,35.0,-25.0,-13.0,2.0,4.0,0.0,18.016667,13.122222,28.716667,0.0,0.0,6.6,47.48003,3294.0,314702.0,25970.0,8067.0,37263,266,37113,-37263.0,6425150
2020-09-28,2.0,3.0,698486,2.0,2.0,3.0,3.0,2.0,66.2,319517217.0,2.0,1.0,2.0,7170284,204426,6267372,1.1451782229117267,3.707405250511213e-05,0.0030832863610083506,0.0026553333818318736,1123.8767777253718,13.513719385130385,15.691689394542795,116915108.0,668427.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,264201.23736555234,12.10657558233885,13.47121042856417,-17.0,-8.0,12.0,-35.0,-32.0,9.0,4.0,0.0,13.494444,7.45,20.633333,0.254,0.0,0.6,41.491647,3697.0,318399.0,27021.0,7915.0,37325,349,46299,-37325.0,6471798
2020-09-29,2.0,3.0,702851,2.0,2.0,3.0,3.0,2.0,66.2,319473560.0,2.0,1.0,2.0,7213941,205350,6305740,1.1416862012931233,3.742473680461477e-05,0.003075297024052238,0.002656219997246671,1113.345616408686,13.548826776986763,15.68645169069453,117900333.0,985225.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,264992.91938504204,12.099839441806008,12.911376282588343,-16.0,-7.0,11.0,-35.0,-32.0,9.0,4.0,0.0,13.427778,2.316667,28.361111,0.0,0.0,-0.7,37.894003,4102.0,322501.0,27507.0,8044.0,43657,924,38368,-43657.0,6511090
2020-09-30,2.0,3.0,710984,2.0,2.0,3.0,3.0,2.0,66.2,319431542.0,2.0,1.0,2.0,7255959,206321,6338654,1.1423462307495564,3.777080186979358e-05,0.003067949683283569,0.002647885788663637,1103.1448792192236,13.581274456258884,15.735824726675785,119102012.0,1201679.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,265714.42605846905,12.08979157840147,12.150497562072523,-14.0,-5.0,17.0,-33.0,-32.0,8.0,4.0,0.0,17.472222,10.116667,25.611111,0.0,0.0,2.127778,35.823735,3992.0,326493.0,27669.0,8070.0,42018,971,32914,-42018.0,6544975
2020-10-01,2.0,3.0,720110,2.0,2.0,3.0,3.0,2.0,66.2,319385167.0,2.0,1.0,2.0,7302334,207166,6375058,1.147202445156968,3.811224770064857e-05,0.003061244338702343,0.0026303307560827708,1093.261856239395,13.611022857564224,15.840846847990665,120327456.0,1225444.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,266384.73413498537,12.077320096287151,11.25007351324917,-13.0,-2.0,21.0,-31.0,-30.0,8.0,4.0,0.0,12.033333,5.338889,19.627778,0.0,0.0,-2.294444,36.948446,4034.0,330527.0,27478.0,8005.0,46375,845,36404,-46375.0,6582224
2020-10-02,2.0,3.0,734875,2.0,2.0,3.0,3.0,2.0,66.2,319331637.0,2.0,1.0,2.0,7355864,208029,6412960,1.1563877346909666,3.844907429717972e-05,0.0030551809903085606,0.0026035548995040716,1083.6845211049192,13.63803545480247,16.00375958064237,121520344.0,1192888.0,0.049,20.4,0.0,0.0,0.0,0.0,0.0,267117.7041095033,12.067753620434509,10.579099613513065,-14.0,-5.0,18.0,-29.0,-30.0,8.0,4.0,0.0,10.705556,0.816667,22.955556,0.0,0.0,-0.572222,45.854731,3891.0,334418.0,27407.0,7957.0,53530,863,37902,-53530.0,6620989
2020-10-03,2.0,3.0,743665,2.0,2.0,3.0,3.0,2.0,66.2,319283902.0,2.0,1.0,2.0,7403599,208736,6451198,1.17013138058777,3.8781281659387064e-05,0.003049759638102222,0.0025675582189275416,1074.4014865888578,13.66227887145711,16.228129262856857,122496961.0,976617.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,267932.31273117487,12.061980255005459,10.199075109096675,-13.0,-1.0,42.0,-20.0,-11.0,2.0,4.0,0.0,12.894444,5.744444,20.6,0.0,0.0,4.116667,55.648512,4232.0,338650.0,27271.0,7964.0,47735,707,38238,-47735.0,6659934
2020-10-04,2.0,3.0,733943,2.0,2.0,3.0,3.0,2.0,66.2,319248872.0,2.0,1.0,2.0,7438629,209068,6495618,1.1887722877454712,3.910886978727056e-05,0.0030449802820833273,0.0025223407143531787,1065.4019636289422,13.683722982323875,16.51904773592474,123138477.0,641516.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,268828.56,12.06,10.11,-14.0,-5.0,25.0,-24.0,-14.0,2.0,4.0,0.0,11.755556,1.977778,23.838889,0.0,0.0,3.161111,55.783286,3656.0,342306.0,27871.0,8119.0,35030,332,44420,-35030.0,6704686
2020-10-05,2.0,3.0,747975,2.0,2.0,3.0,3.0,2.0,66.2,319186517.0,2.0,1.0,2.0,7500984,209496,6543513,1.2127792508015467,3.943183868083025e-05,0.0030408429222518766,0.002467902385780984,1056.6757234915062,13.702341006095338,16.883433845168465,123946447.0,807970.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,269806.44591597863,12.061812855418133,10.311874286223038,-15.0,-5.0,15.0,-32.0,-32.0,8.0,4.0,0.0,18.105556,10.555556,29.655556,0.0,0.0,4.9,42.037415,4584.0,346890.0,28956.0,8332.0,62355,428,47895,-62355.0,6753009
2020-10-06,2.0,3.0,748974,2.0,2.0,3.0,3.0,2.0,66.2,319143695.0,2.0,1.0,2.0,7543806,210215,6584617,1.242780578631953,3.9750188340066095e-05,0.003037347558607868,0.002404243233210958,1048.2130627962047,13.718109588276452,17.330470599274292,125174661.0,1228214.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,270865.97047911095,12.067418821259853,10.804697967765788,-15.0,-4.0,25.0,-32.0,-32.0,8.0,4.0,0.0,18.394444,7.405556,30.161111,0.0,0.0,6.177778,44.915884,5378.0,352268.0,29999.0,8569.0,42822,719,41104,-42822.0,6794832
2020-10-07,2.0,3.0,764838,2.0,2.0,3.0,3.0,2.0,66.2,319090728.0,2.0,1.0,2.0,7596773,211209,6620726,1.2796067375035987,4.006391876497813e-05,0.0030344941911513044,0.0023313632566430995,1040.00477115308,13.731008873956057,17.872232715317807,126588959.0,1414298.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,272007.13368939684,12.07681789752517,11.588471044628253,-15.0,-6.0,24.0,-33.0,-31.0,8.0,4.0,0.0,20.744444,8.661111,32.2,0.0,0.0,4.905556,35.531708,4813.0,357081.0,30543.0,8638.0,52967,994,36109,-52967.0,6831935
2020-10-08,2.0,3.0,765770,2.0,2.0,3.0,3.0,2.0,66.2,319034398.0,2.0,1.0,2.0,7653103,212134,6675199,1.31869030670053,4.0254339896673176e-05,0.0030343279937449985,0.0022607620384955613,1035.0850808538587,13.731760954174648,18.43036372567279,128024046.0,1435087.0,0.048,20.8,0.0,0.0,0.0,0.0,0.0,273210.93140393676,12.089145894278923,12.590886224866042,-15.0,-5.0,29.0,-31.0,-31.0,9.0,4.0,0.0,19.855556,10.727778,31.205556,0.0,0.0,8.705556,48.657486,4829.0,361910.0,31015.0,8624.0,56330,925,54473,-56330.0,6887333
2020-10-09,2.0,3.0,787346,2.0,2.0,3.0,3.0,2.0,66.2,318975492.0,2.0,1.0,2.0,7712009,213047,6711616,1.354145256720296,4.020276167625808e-05,0.0030388941402517654,0.0022039391611864976,1036.4130455066002,13.711128043181748,18.9055430387812,129426598.0,1402552.0,0.049,20.4,0.0,0.0,0.0,0.0,0.0,274363.33876533364,12.099217671910223,13.378099756812789,-16.0,-7.0,30.0,-29.0,-31.0,8.0,4.0,0.0,22.811111,13.7,31.855556,0.0,0.0,9.644444,43.341837,4757.0,366667.0,31207.0,8723.0,58906,913,36417,-58906.0,6924663
2020-10-10,2.0,3.0,797932,2.0,2.0,3.0,3.0,2.0,66.2,318923892.0,2.0,1.0,2.0,7763609,213638,6752039,1.3850360574877618,3.990918410373286e-05,0.0030481926306716056,0.002160894624715908,1044.0370456676267,13.669302342446215,19.28213721765566,130533269.0,1106671.0,0.049,20.4,0.0,0.0,0.0,0.0,0.0,275445.3516306881,12.106169040483914,13.87780434852411,-16.0,-4.0,46.0,-22.0,-11.0,3.0,4.0,0.0,18.594444,8.977778,28.905556,0.0,0.0,8.422222,51.990269,4770.0,371437.0,30981.0,8731.0,51600,591,40423,-51600.0,6965677
2020-10-11,2.0,3.0,797978,2.0,2.0,3.0,3.0,2.0,66.2,318879150.0,2.0,1.0,2.0,7808351,214055,6796318,1.410511558190778,3.93736071790975e-05,0.003062223465004519,0.0021316284290837915,1058.2384915138407,13.606670820349546,19.54687134876301,131281413.0,748144.0,0.05,20.0,0.0,0.0,0.0,0.0,0.0,276456.97,12.11,14.09,-16.0,-7.0,25.0,-25.0,-14.0,3.0,4.0,0.0,21.666667,14.411111,32.422222,0.0,0.0,13.294444,59.10025,4537.0,375974.0,31435.0,8819.0,44742,417,44279,-44742.0,7010373
2020-10-12,2.0,3.0,791919,2.0,2.0,3.0,3.0,2.0,66.2,318831179.0,2.0,1.0,2.0,7856322,214406,6849997,1.4298669432848168,3.8596030902352015e-05,0.0030809866432505053,0.0021161405742901496,1079.5583300283743,13.523806329360605,19.68993325532902,132092522.0,811109.0,0.052,19.2,0.0,0.0,0.0,0.0,0.0,277398.1938732693,12.110710550458478,14.01468671124046,-17.0,-9.0,9.0,-36.0,-37.0,10.0,4.0,0.0,15.022222,4.905556,27.466667,0.310444,0.0,1.666667,40.684649,4660.0,380634.0,32780.0,9057.0,47971,351,53679,-47971.0,7064403
2020-10-13,2.0,3.0,803550,2.0,2.0,3.0,3.0,2.0,66.2,318776837.0,2.0,1.0,2.0,7910664,215229,6891885,1.4425981986088818,3.75764552734964e-05,0.003104482165409566,0.0021144310603349818,1108.8503788715586,13.421454673156319,19.705852533241526,133158440.0,1065918.0,0.053,18.9,0.0,0.0,0.0,0.0,0.0,278269.0232504961,12.10830069185935,13.65186448224549,-17.0,-6.0,18.0,-33.0,-32.0,9.0,4.0,0.0,16.011111,7.116667,23.25,0.0,0.0,-0.733333,31.974215,5432.0,386066.0,33504.0,9412.0,54342,823,41888,-54342.0,7107114
2020-10-14,2.0,3.0,825343,2.0,2.0,3.0,3.0,2.0,66.2,318717040.0,2.0,1.0,2.0,7970461,216236,6928882,1.4484412065889174,3.631488029253064e-05,0.0031327100314816982,0.0021264998872182876,1147.3717201055128,13.300518160935345,19.594013109105582,134391289.0,1232849.0,0.055,18.2,0.0,0.0,0.0,0.0,0.0,279069.4581316804,12.102770424202616,13.001533313015091,-14.0,-6.0,25.0,-31.0,-30.0,9.0,4.0,0.0,16.066667,9.433333,23.583333,0.0,0.0,2.188889,39.301103,5357.0,391423.0,33908.0,9291.0,59797,1007,36997,-59797.0,7145118
2020-10-15,2.0,3.0,852868,2.0,2.0,3.0,3.0,2.0,66.2,318651748.0,2.0,1.0,2.0,8035753,217027,6965858,1.4473895891859179,3.481130595945475e-05,0.0031656702414669044,0.002152347054940067,1196.9291446634165,13.162036310945393,19.358711956342418,135698057.0,1306768.0,0.057,17.5,0.0,0.0,0.0,0.0,0.0,279814.55784955696,12.094743313549507,12.127874443677033,-15.0,-5.0,23.0,-30.0,-31.0,9.0,4.0,0.0,11.083333,5.261111,18.261111,0.0,0.0,-0.277778,45.632966,5274.0,396697.0,34388.0,9478.0,65292,791,36976,-65292.0,7182885
